0,1,2,3,4,5,6,7,8,9,10,11,12,13
-1.6775831819700529,3.5295577411194983,1.0887768204646253,-1.2278362069402287,1.7980600588368933,0.24647726041462367,0.5255178194631802,-0.015149366181988038,0.5275151460180842,-0.7406869155399627,0.7277016427402071,-0.32123688303810444,-0.3785196512453438,-0.563192193706218
7.2649305855992745,-2.5335038817491955,1.195927409449315,-1.4451535573107555,2.8723552579059026,-0.3242927261025754,-1.3152523377119456,-0.3919268359167393,-1.419469640005307,0.005565299787159425,0.7171244092778656,-0.047879748090003664,-1.079047110735447,-0.4093133137664031
-10.607893320445468,1.7203375185965832,0.5463713612482445,0.06011609631077277,2.3911264662338096,-0.8602100135037267,-0.9060425928317998,-0.21736636567730047,-0.5240901756921647,0.019615378526646687,1.3099397455529174,-0.6873138767384737,-0.24800616995863153,-0.04864634579760123
-7.650997659955401,0.5996252770139754,2.295220252768372,0.24125525061074365,3.1002736276707625,-1.3534905502019168,-0.09623368360134993,-0.17530583033641942,-3.3914141917491207,1.3656957066996316,0.3264961856300482,2.0292771610979474,1.1295148091637794,-0.06848743378165056
11.855001157962771,1.1882458664474056,-2.452917515042516,1.8881666618608273,-0.08316043271748934,-0.34509781760837627,3.5820390543295115,-0.3106834905391168,-0.43307349986568944,0.6061961977993049,0.31416571822213896,-0.6129935045643594,0.7949858444065417,0.4174101151921756
3.298307833464557,1.5096023289134735,0.8769572207571917,-1.5731791338971128,-0.534410111199139,-1.0332514306951346,-1.629386508466803,0.16746689776147072,1.3360372572303993,-0.7116779991954343,0.14614464034617353,0.11231264163059654,-0.3919428062039388,-0.3539100563310415
-10.699296527898033,-4.418873139848803,0.1962717628280174,0.06410112249229576,-0.5990375014036327,-0.5556688169793215,1.0621954106101277,0.16168936016775948,0.816216859297845,-0.19194456753688718,-0.6064179709179263,0.43124519010302503,0.27039561001284024,0.44002418756712713
-12.566539747034982,-0.16485628904390404,-3.0716010272724743,-0.181538847466284,-0.004397520336914473,-0.45186516367378743,0.8973071363672646,0.02048617673584678,0.16493627688366844,0.8012106623011503,-0.3913078920915318,0.7498320492576457,0.03475263652314136,-0.9962932779031087
6.660117707221694,-1.0167313777240514,-2.536826737011048,0.7993797732760384,-0.4566471787488119,0.17048126983741954,-0.10376544796583724,0.043194171288756876,0.6546646317934179,0.007320214826651771,0.03538003344244055,0.03906146520765484,0.17233851016771723,0.3296583067480195
-12.58928625107346,-0.34803010580146676,4.678400039140326,1.764284694138867,-0.5454720945831495,0.5637347941650425,0.015886518345705012,0.08213267038014174,0.1289880973983599,0.09645205415598741,-1.7063330944131672,-0.5372819224841597,0.5048150401912345,1.1741353107816617
