Rooms,Distance,Bedroom2,Bathroom,Car,BuildingArea,CouncilArea_0,Lattitude,Longtitude,BuildingAge,Type_h,Type_u,Regionname_Eastern Victoria,Regionname_Northern Metropolitan,Regionname_Southern Metropolitan
-0.9779398424485164,-1.672473602888451,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.14626900388150071,0,0.12572879470399215,-0.20982900224047832,-0.1192563541550853,0,1,0,1,0
-2.025789195029481,-0.9494188361150065,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-0.14626900388150071,0,-0.6575852442862422,0.018976825934074282,-0.1192563541550853,0,1,0,0,1
0.06990951013244814,1.0131583879843427,0.09422594083195236,-0.7718264695993994,1.4727121867685884,0.1839660297006475,1,-1.7924218378762826,0.533531109203925,0.22261768462758072,1,0,0,0,1
-0.9779398424485164,-0.24702277696366043,-0.9418672087739155,-0.7718264695993994,-1.6817776127416157,-0.14626900388150071,0,-1.1184396170489812,0.08730797823943967,-0.1192563541550853,0,1,0,0,1
1.1177588627134127,-0.8461252980045144,1.1303190904378202,0.6853631506001456,0.4212155869318536,1.6883700715748782,0,-0.0029782823739457403,0.47555316179308005,2.6157359561062425,1,0,0,0,1
0.06990951013244814,0.5586668202981777,0.09422594083195236,-0.7718264695993994,1.4727121867685884,0.055541294418700954,0,1.4861487599467,-0.33820874293541614,-0.1192563541550853,1,0,0,1,0
-2.025789195029481,-1.569180064777959,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-1.6690194365102953,0,-0.36418846643125424,-0.3910100878987065,-0.1192563541550853,0,1,0,0,1
0.06990951013244814,0.3107623288329966,0.09422594083195236,-0.7718264695993994,0.4212155869318536,0.07388768517326474,0,-1.555766889700713,0.05003644061822427,-0.29019337354641833,1,0,0,0,1
-2.025789195029481,-0.3503163150741525,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-1.5405947012283487,0,0.8384615333611067,-0.7916791173261835,0.22261768462758072,0,1,0,0,0
-2.025789195029481,0.3107623288329966,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-0.14626900388150071,0,1.224582764594822,0.13803868222370824,-0.1192563541550853,0,1,0,1,0
0.06990951013244814,-0.39163373031834936,0.09422594083195236,0.6853631506001456,0.4212155869318536,-0.14626900388150071,0,-0.5067350141626968,0.9911427655524416,-0.1192563541550853,0,0,0,0,1
0.06990951013244814,-0.3503163150741525,0.09422594083195236,-0.7718264695993994,-1.6817776127416157,-0.14626900388150071,0,0.7485049741131786,-0.7233479650202296,-0.1192563541550853,1,0,0,0,0
-0.9779398424485164,-0.8461252980045144,-1.9779603583797833,-0.7718264695993994,-0.630281012904881,-1.5039019197192212,0,0.11604116524648969,0.35752662599266277,-0.1192563541550853,0,1,0,0,1
0.06990951013244814,-1.4658865266674668,0.09422594083195236,-0.7718264695993994,-0.630281012904881,0.6793185800738698,0,-0.11922983586358189,0.14425060516077365,-0.1192563541550853,1,0,0,1,0
0.06990951013244814,-1.4658865266674668,0.09422594083195236,-0.7718264695993994,-1.6817776127416157,-0.14626900388150071,0,-0.16213219488959396,0.06970752991834286,-0.1192563541550853,1,0,0,1,0
3.213457567875342,1.7155544471356887,3.2025053896495557,2.142552770799691,2.524208786605323,3.6514338823132038,0,1.644333909516588,1.5864520470014942,-0.8030044317204174,1,0,0,0,0
0.06990951013244814,0.22812749834460322,0.09422594083195236,0.6853631506001456,0.4212155869318536,0.4591618910191043,0,0.5515693067132807,0.8817093898147588,-0.1192563541550853,1,0,0,0,0
-0.9779398424485164,1.364356417560016,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-0.6049287727455954,1,1.9647176551459842,0.051071761107735175,-0.4611303929377513,0,1,0,1,0
1.1177588627134127,0.6826190660307682,1.1303190904378202,0.6853631506001456,0.4212155869318536,0.8627824876195077,0,-1.2748256354339285,0.8430919355573853,0.9063657621929128,1,0,0,0,1
0.06990951013244814,0.7652538965191619,0.09422594083195236,-0.7718264695993994,-0.630281012904881,-0.21965456689975588,0,-0.09722507752445533,1.6814944679352992,0.5644917234102467,1,0,0,0,0
0.06990951013244814,-1.486545234289565,0.09422594083195236,0.6853631506001456,-0.630281012904881,-0.14626900388150071,0,0.15479168307640118,0.010694262018281334,-0.1192563541550853,1,0,0,1,0
-0.9779398424485164,-0.7428317598940224,-0.9418672087739155,-0.7718264695993994,-0.630281012904881,-1.247052449155328,0,-0.7447739094034693,-0.2056877202824347,-0.1192563541550853,0,1,0,0,1
